payment_id,order_id,payment_method,payment_status,amount
76d60a3f-aa9c-4712-8863-1707fe84416f,174ba237-f2c0-4a2b-bf85-623a37630339,UPI,Success,367.94
75fbf26e-c23d-4b18-84dc-4c161ffc48e0,efd78652-86cb-4265-906a-a11c8b054b7c,Debit Card,Success,2665.53
a88ed826-4b6d-4984-b7e2-867d76ef5d20,b53f9440-f40f-4587-ba8b-6f386456e51f,Cash on Delivery,Pending,23952.88
4d94a2a7-8ed9-4f9e-b6c1-a250afd67be7,9a351f9d-3e94-4f36-a1b8-432f356c67f2,Cash on Delivery,Success,23013.67
a3d44924-cc02-43f5-a50d-22f40734634c,c5b23759-c4bf-479f-a06c-15e0301cace0,UPI,Success,4011.58
c8000b49-ad01-4636-94d6-c6fa4292ca78,edddabac-5bf7-47a5-aefc-ecdb577dcb2b,Credit Card,Failed,3138.96
f063a17d-79cf-4137-91fc-0680795de16c,f6136b58-2bd8-4283-9f79-edc501d06f63,UPI,Success,1481.52
d6d90a8e-6bb4-4234-99a5-73f496f5fd17,fe432706-9698-4cf4-a9b8-ad79e3d5a8a4,Credit Card,Success,46996.2
16bc5550-16a5-42c8-9fed-c43fb4b5bad1,dea142fe-bc23-44f9-8749-54c908079908,Net Banking,Success,7919.2
8d92a56d-ebe7-4204-9415-cce614351d20,fe585fd1-1f42-4da2-aff3-d124c6096690,UPI,Success,2285.58
3172317f-d3dd-4609-a272-37e9326b35a5,0deaa9e0-6269-4c88-88a6-6127e02bf1dc,Cash on Delivery,Success,2312.43
0e359b5f-eb86-489f-8003-fdc4942c6b09,ba16515e-e10f-4600-b0c3-7ca4831af955,Cash on Delivery,Success,64921.88
3365320f-56cb-47d0-be4a-5f598856618e,b2eb121f-8a2b-45e6-89cb-d21f06e99915,UPI,Success,314.89
c50d6f63-d943-4bc3-bfc3-0c00b67c3dde,26d020a5-2082-44db-a9de-e65de5920fd5,UPI,Success,635.68
2662da46-329c-4f0e-b785-899c7fa20694,5dc36149-ae79-4009-b139-7a4bbe53f453,Cash on Delivery,Success,7191.2
bf3a1d84-d4ce-4ab4-847c-b3219549ef7b,cd78e346-ba31-41a6-a303-88c578dfc696,Cash on Delivery,Success,5560.18
416d4591-2007-4867-94d7-52bcf9cc0785,91270c27-48f8-4348-931c-24af8cd52a2a,Credit Card,Success,4805.99
b44f9f8e-a5b1-4289-ab16-f13ed5415329,b0775d12-ca30-4303-ad4e-91a81ef43eaa,UPI Payment,Success,619.55
b9afd295-3334-44be-9bce-de92b2b5dedb,7801bc8a-fc1a-4663-abf7-97b30a3272aa,Debit Card,Refunded,5616.46
8248b345-04cf-4b6f-96f2-be928426778f,7ce8a1bb-9509-49ff-a966-e0631f236f26,Cash on Delivery,Success,29581.16
9aa3e9f1-2181-4601-be1d-dd6aaff3987d,95e71b59-a244-4eb6-b101-1504b600868e,Cash on Delivery,Success,13996.12
cc063199-9b2f-4c99-929e-81f512e80ece,c047e8f3-bd42-44fa-a42b-18b85e64db48,Debit Card,Success,176167.97
d238c024-c0f9-471b-ac47-e8d938f73b31,f5900e2c-1d11-495c-a0c8-5dec35f15b2b,Credit Card,Success,489.58
18a1ec0d-9180-4b77-bb57-d95305421a15,d1052459-a582-4c8a-ac7b-ff1f395ccaab,UPI,Success,769110.5
5251c4e0-beb2-43b8-b4c9-420130980741,4c0fd050-7fde-467b-92f8-6f0b0c484bd8,UPI,Success,77512.89
4f08e9ea-5991-4a66-a390-2b533c0ef95a,cfb56d6c-4de4-4e57-9bdf-08eed9111e2a,Credit Card,Success,2681.45
6420fe1e-256f-4345-b221-1c9449679f6a,f8f3f1ca-9a5e-4d4c-9dc6-9ce15d4467e9,UPI,Success,107316.3
ad685380-74a0-4f02-b64c-8de470cad6ca,782be0c2-4eed-4956-8f13-587e98d78a34,UPI,Failed,800653.06
f48465f1-a2b4-4ebf-bbc3-8cd4f4a0b10a,10b191a3-4fba-41d5-91c5-a92cd425016c,Debit Card,Success,1284.85
d4b12798-bb21-44d4-83d6-d92ea6f37be8,1419243c-a694-4957-b2dd-31a098acaa0e,,Success,345337.08
14dd19a3-5eda-4af1-8f89-11f5be084bd9,88e37cc3-4d2b-4091-b3ea-ccdadf726e92,UPI,Success,2093.7
9626d540-4270-43ce-82cf-d227ac1bee2f,ccb5f284-6710-484a-9b76-c49144ab1438,Debit Card,Refunded,5295.81
4e6896d0-675b-40ed-bce2-293e5bc35122,de38b059-118b-40d7-8846-5ab37d0a3776,UPI,Success,81586.09
b7d0bced-2dc5-44d9-a240-f93c1217737e,98a2122a-17d4-42b1-a659-7cc95d909b31,Credit Card,Success,8625.18
2b4e5a93-2f36-491e-ba71-d4f691788b2c,e450625a-b1cc-4e05-91d2-cabd284512b7,UPI,Success,92579.72
6ef278cf-f94d-4ca1-bf5e-f9a63389c5ff,4f0f48b6-d1a2-466c-ba5e-f1821da2da89,Cash on Delivery,ERROR,10697.04
aee3ab08-f54c-4212-8d64-02c02b6c83fa,f47e28d8-5a9b-4890-b34e-666352a7a722,Net Banking,Success,134966.89
914c90a2-1a0e-41bc-b850-9f1fca99449c,6f75de48-e06c-4b8b-9bb2-55c421a85c24,UPI,Success,7415.07
83823630-7662-4fc3-985b-1fcd1620469b,f15f2dc4-9d02-42b3-9151-6f25705330f1,Debit Card,Success,69193.66
fcdab87b-1c77-45a3-b0bb-f8aefdcc24bd,36e9a138-62bf-43a7-8528-df608855582b,UPI,Success,16899.75
8cf33db4-79be-4ee9-aca2-4850b23b17ed,ae81dffb-743a-4b51-acf8-6aaed4ca3934,UPI,Success,30501.89
e64e3ae5-d87c-44a7-b01a-50bc2b766085,30d5350d-92db-4728-aaa1-7d5b47685062,Debit Card,Failed,288098.44
444bc7e1-86b8-4f50-badb-9ce23f6fdb1c,e1c6ab11-ded7-4285-a16d-3c2faf06ec88,UPI,Success,-18137.04
8af0e850-6189-4282-9bd7-81cc54a7dea1,1e25f0e2-6d94-42ba-97d5-7959ad74e53a,,Refunded,16808.42
7f2eabda-3d76-419a-a0f1-9fccf5d94f50,279eae6d-90d9-474d-b642-fe5d59cda37b,UPI,Success,364795.58
d4c60334-9284-48c9-9f76-9eefd72b5dfc,b251bed8-fe07-4f0d-8c19-7232c004b838,UPI,Success,1379.79
132eee08-79b5-45e1-9a4c-c13f2ec6fec6,0f1df7c1-fbcd-41d3-a82d-feff9ebce024,UPI,Success,233501.56
73c9b607-aebe-4fe5-af5d-c44007ccbc5b,cbbc93e2-0b25-43cb-b344-770b75c1b7fe,UPI,Refunded,4150.28
a45e6d91-50d0-4c42-aae7-5c14f7845e90,fc6cb6f5-0f9a-4db3-a8ae-a2d9995b226b,,Success,8537.16
bcb34bf7-9f69-4ab9-ad76-2af05355ea30,23c077b7-bc25-4e6d-8f1c-d4cae1b5c961,Cash on Delivery,Failed,13044.63
b8ef546c-0bdb-45c1-a023-0789c2b57fc0,9eef69d7-24a3-4834-ba58-1ce9e0b5e7ae,Credit Card,Success,5898.42
a8af35b7-98f7-43a4-9722-422f76df2fa2,ab851753-5b99-44d1-9802-9e5c74353915,UPI,Success,7832.1
18c8ab3f-9816-4939-9639-65e884925fd4,24c05b56-32a1-47ed-a2a3-c4a7cee79e2b,Credit Card,Success,60383.23
9826039b-410c-45a1-b8a7-b39c382a068e,05921e80-2b71-404f-9412-83368019a0bf,,Success,4979.34
7fc239a6-c87c-43da-8eb0-1b68bf1235ad,638db14f-f607-4d21-8551-94d965adbcdd,UPI,Success,1538.48
ffa412a0-73f2-4e71-a7d8-40e793d82630,6505a9e5-e1e9-423d-acfe-2ce7324aa056,UPI,Success,3441.89
a46b0995-5d1d-4826-be1c-9efc7c83f11d,3af1d069-b910-4525-ab00-d44bfd584a52,Debit Card,Success,6709.0
9adfc358-53b8-4cb3-8e17-9f1aaf8ca499,491cc452-5bd1-46ec-8491-3c240e8778a3,Cash on Delivery,Success,1070.46
f31cb715-edf6-44a1-8700-26125595918f,7c547306-ead3-4150-b7b1-1c6ecaff8fef,Debit Card,Success,31080.48
9e75dea5-0710-4a3e-96c1-e06248934482,966dc290-b2e7-4f3a-8024-10c2cafd7f22,,Success,3961.76
5a3c1598-5aa9-4f7a-82f5-cd279a6f4861,d9596521-6167-4169-8657-b3692815ddd6,UPI,Success,7720.36
b44dd421-c7ad-4144-8e73-8be2337edaba,b1cd6bfe-acce-44fc-8455-2328a28e1c58,UPI,Success,1521.8
bbe40dbf-3b5b-4c82-9a04-ed189f25cfea,2b93187a-7377-444a-a860-1230278c04b4,Debit Card,Success,6477.82
a54664b6-e1a1-4f53-beef-e63a0fc86a18,d9781794-8921-49b5-bbe1-e16479116514,Debit Card,Success,5525.15
c9ae40f5-b53e-4d66-b4cb-fa1be3bec272,ff36eed3-24e7-4f3c-9e6d-b1b08458d058,UPI,Refunded,6079.64
b004b431-b9cd-4cd9-b922-b6a01c635e77,35cd1dc8-77c3-4526-99fb-9a8e490bed31,,Success,57945.79
6f241ddf-1142-4063-aa1f-da4e12be2f9a,9d89b999-75dc-42fc-b6b2-65b2fbe66b1a,UPI,Success,1709.09
d1650b47-e8b9-4caa-b69c-37343cf7b0ee,a449c759-8840-46d4-86a9-bfd1eaccbee1,Credit Card,Success,55913.54
45df323c-2a45-4e5e-9423-7ee5c6a6fb2c,869f206a-d0d8-456c-8553-2e6013582683,UPI,Pending,169297.64
59984cf3-4d73-4431-b2a9-4eb771fff561,81b92c50-6675-47c9-8c07-9cb0360375c5,Debit Card,Success,202877.97
da9d5394-5256-409e-bb39-b06f08460567,ORDER_ID_GHOST_00173aef,Debit Card,Success,24008.49
2e6a1a54-2ec0-4218-95ec-f43279226646,7115ae24-64fe-41b5-96f5-e08e0887cfab,Debit Card,Success,29484.08
228d895b-6404-4717-8336-2634c4775f5d,1afb8a5d-96e9-40fb-860f-1ff8b2c126ca,,ERROR,31095.73
fdf61afc-d6fa-4f62-8171-e170307336b8,9c777d59-e930-47cc-857e-4388a6bd53ac,Credit Card,Failed,26575.27
e70c6981-7ea2-442e-b175-9adc8e5f3df7,8b4251e4-80a4-4d00-9b1c-6e3805a5acd0,UPI,Success,94442.63
b238d0c2-f383-4058-8409-b7ba15170003,e35a6b4a-43cb-4b0c-8fb4-5671700b96f7,Cash on Delivery,Success,3059.6
61ff95c6-4553-41d0-8d44-b2f29051f539,bd499f11-b323-4349-8c37-ffa43c76334f,Cash on Delivery,Success,6242.97
3c0ac3bb-8759-4cd4-9ecf-642cb483efc7,fb4bc442-167f-4e46-979b-91778f41d3ee,UPI,Success,20948.37
5683c6eb-63c2-4415-bcba-6c83baede497,b0ec900a-a3c8-4e45-89a1-aa7dfe1e2dd1,Cash on Delivery,Success,6810.08
a80cab45-b1c3-490e-a4c6-bdc17eedd071,f1859cc7-5839-4c2a-9d6b-32bffd9c2323,,Success,418.77
e12e9b42-bf98-40a4-bc80-dd5f88975d82,9f660f42-bcb7-4c19-9950-e3f8874b5877,UPI,Success,57778.06
58367bb1-fdce-4b23-91f5-ccd777cd5e98,19d54d6d-9030-4d06-9978-6c9333878c76,UPI,Success,14768.92
a8ea1625-7042-4fb8-8bc5-26a37f9f9ca5,c65d07d5-01b6-4126-b9dd-7d54b2beba21,Credit Card,Success,5993.95
316c3c37-f7dd-43c1-9593-466a99d9fe99,9aa2f042-6a7a-463c-87bf-86c767dd3c6b,,Success,60238.67
b196d287-4d52-4960-accf-f928fd831169,2105305d-deb4-4e12-9406-d10ddffffcc7,UPI,Failed,11887.28
eb922764-ed81-41dc-a3ff-be19e88badec,71fc480d-c74a-4ea7-afa9-4cb81dbfecb6,UPI,Refunded,512650.74
69ffe24f-72fa-4de8-b10f-8d91ff20638e,c1a54485-5c9b-4f45-8687-d0b85de53dd9,Net Banking,Success,12345.9
dae20b17-328d-4de9-a706-fc1a114c3936,57bb5f51-9ffc-47be-8550-ad0e47f0b821,Credit Card,Success,56128.06
6d0a9a54-e0a9-4478-9616-9fe9eec46ea4,5203fdb0-97ed-432f-a6ff-40097fc508e4,Cash on Delivery,Success,5004.98
72079c34-b55e-4700-a56e-8bd91fbffbef,eb2f62af-dcf1-4dd7-935d-6b8fcfa294dd,Net Banking,Success,108782.14
b5fb143f-aa24-42b6-a263-c284414551c4,3de2cbb2-1e2c-4bb5-a75b-75fed444f8d7,,Success,1655.14
0e783662-0e59-4a58-864a-cdaabda6205e,0e34968c-eaec-4c54-97c2-33ebbb441896,Debit Card,Success,117422.03
99cd6f7c-b04d-4770-80a6-986713518d8a,54193065-0be6-4965-ae66-736c97c4fee5,Net Banking,Success,12683.42
c4ea9304-0d13-4032-bba8-ee71551348f3,0abdf8c5-937c-4214-bd5b-7cddbdd62304,UPI,Success,1844.04
454bc360-53fa-4f79-a19e-eeb6461ea0a9,a805498c-eafd-4925-874c-4fcdbe8b6e42,Credit Card,Refunded,98851.11
2dffb8a2-c44b-4f97-98e2-c17294bc4140,c5f5f188-82fe-416f-a537-398c4a770083,UPI,Success,13455.96
70c48878-2384-409e-b4b8-8f848743bdff,a9dc8d53-b737-42e8-92a9-1b63ce9a01a6,Credit Card,Success,140876.64
a1924604-9719-47b2-89cf-912f48d4d31f,005b2a2b-3d79-401f-be38-0b9a9a9cb33d,Debit Card,Success,62945.8
fe669253-451a-4df9-b09f-601875e387f5,17b9a751-6145-42af-919b-7a57fe6aebc6,Credit Card,Failed,69898.9
c27dd336-8fdf-4176-a5b5-e64bd07fea49,aafaa14e-843a-4b75-b773-150c8e046ebd,Net Banking,Success,8140.43
adadc90b-2dcc-4eaf-937b-e64d2260c853,9d2090e9-8d5a-4743-8aa6-2d33a57f8301,Cash on Delivery,Success,2894.36
41aa8d18-a622-49b2-8876-e3f6d58995f2,92a49e38-7d12-4880-b548-75895561f2ac,UPI,Pending,9767.71
9638abc9-9b55-4d0e-b8f8-c326abcaaf24,9f800596-2300-4917-8137-ef7aa1d84458,Debit Card,Success,1705.16
8e77920b-dc6c-45a7-aa85-1b5451fc8761,d5bf70af-7339-4d49-9c1a-9cb256a399c7,UPI,Success,2849.8
1633e183-1e5f-4944-949a-08965e4dd5e1,68434ee4-b97e-4d3d-860a-265a9b713ba7,UPI,Success,2208.88
19d8a25d-cd0b-4cdc-aa0a-9fe5dc9cc1d2,9da066c1-bcd6-4170-8bee-ebaadf5f2757,Net Banking,Success,145431.99
c447c69d-bf39-43c6-abce-cc10b3bc64d0,6c0df3be-f1b8-4e79-b33e-3fb7bbe70105,Credit Card,Success,57346.5
233dc79d-6fb3-40f2-ba45-44f1d670200e,f3f93590-1dfd-4801-9320-efa2414bd790,Credit Card,Success,585.67
da8dba3e-fbce-4f28-b817-55cbff8010dc,e68ce966-f23f-4628-bb37-c64b11ae450d,UPI,Success,5834.34
a5e8c226-1765-4b4a-a90a-a98ee8da9d01,79e3458c-d27c-486b-9a07-1da99c85d16d,UPI,Success,959.98
27ef875e-255a-46c5-b6e1-69a71cb468e2,1cb0591c-9128-4f95-9d3a-00bfa0bcc193,,Success,2635.99
dd339e74-d2e7-4f9c-8ed9-fb404b72fe88,b66b8112-3be7-4c26-abf3-72d84bd02777,Debit Card,Success,3798.34
7d00137f-fff6-4380-b68f-3aece3274eb3,b7db2faa-8e31-44ac-8df9-74ff9b1b5ec2,UPI,Success,8008.62
12a03547-f38f-42b7-8bc5-4e332fbf5494,d66d88f4-fee0-4b20-8792-08364de17331,,Success,772.03
d0485d06-698b-4721-b3ca-a35498a096ca,879d03a9-4fde-4830-be5e-605ebfa585d2,UPI,Success,1564.23
b6ed3eb8-d1e0-41b5-a4bb-926a301edfa7,ORDER_ID_GHOST_4fefdd0e,Debit Card,Success,6557.02
924f63f2-6097-4f4a-a635-c6c15768a6f4,de366ebf-f654-41ea-be1e-be27d8e83872,Debit Card,Success,1498.07
18d3951c-cf24-47a0-b88d-449a1fe61400,4f71cb55-ecf7-4eea-8960-506f413ca8f8,Credit Card,Success,1708.93
c63af44e-f218-43cf-9954-e06c3cb6fb34,ORDER_ID_GHOST_d5093258,Cash on Delivery,Success,54479.66
26618fae-b98e-4500-a540-e22c86da1519,139193dc-5955-4dd2-be92-2b9fadfd4ae0,Credit Card,unknown_status,480.77
75c59a86-3f6a-4a88-b1a2-a79ff8950e20,1fa203a3-251b-4b98-9865-4f39cb09b1da,UPI,Success,58607.02
33e07cb7-8f17-4f43-b528-5e8699332e1c,1d407eae-5292-4a40-9bbe-bad840646e75,Credit Card,Success,7121.47
9a13b24e-255e-4ab9-a6a1-218aadd32865,467f7039-45de-4dff-90af-4c4e605a0800,,Refunded,267206.84
e7b0d279-0cbe-47d3-a089-7b840ecb9a46,1ef8af9c-1ca1-4e3d-ab29-cfb639fa2d04,UPI,Success,10304.95
469f46f9-ab71-41f2-a76e-73dc33acb50e,b8c693a7-9c3f-4d2a-8497-d14078d62132,UPI,Success,184408.09
11ed808d-cb1d-4d63-8967-707a57f049d2,b3c2a143-5f00-42d9-92f2-d4876056b85a,Credit Card,Success,1787.35
c2880690-dbe7-464a-a9c6-2a95985f26b8,65a40299-656a-4f0b-88c4-734f0e7eec23,UPI,Success,363988.23
552c56cc-7703-4c91-8cb5-ba35bc732058,a9ba33c4-d00a-4ab3-886b-09cd6e08e632,Debit Card,Success,1570.14
749d20d6-06d5-4f54-958c-7d15d892fee8,a04e6bf9-f2ea-4df7-b735-e8cafb2d48e5,UPI,Success,9160.56
34e0c40e-ebd3-42dd-a473-b4d4bb490c22,8fb6cae4-bd29-4aa4-b9cd-37578eb610d2,Debit Card,Success,51564.34
2b63f7c5-d4f5-4cb1-b1b5-cc7cfab3cd1b,f187bfd4-ca80-4e51-809d-bd44efaa6172,UPI,Success,1364.78
10c8878d-a652-4e50-be25-7ca87890c040,a0794b28-4991-452f-ad9d-3ccb10cca5de,Credit Card,Success,1991.42
21b5399a-884f-42ad-8f53-6aefd26e1574,6ccc18e3-22f4-4fe7-9cd4-3bd61dbfae09,,Pending,73620.06
fa288e64-8677-417e-ae97-80d543455a6b,f506b55d-8e5a-48b0-bc20-889ad982b8e6,Cash on Delivery,Success,23630.27
0e3f2c17-2183-4d45-bc13-0955dd60ac9e,0cb12198-8fb0-4005-aa62-2bfddd6ff923,UPI ,Refunded,5007.32
8110721f-1655-4078-957c-0f0b7135c959,0fc80337-6d38-4184-a06b-827b1acf51cf,UPI,Failed,606.56
ab3f37d1-bfef-4fdb-a305-2b06a5f7d751,22c1b5e4-1961-4f03-933f-094b3c231eff,UPI,Success,1523.25
f98730d3-99d6-4401-b9a5-53935dc6f34e,68d00bdc-d5c0-463f-9d22-6de6721dffd3,UPI,Success,3609.64
e26f8da1-5fca-49ca-9ea6-213d0cf4328b,06e8fc60-f87e-4e12-9632-414b56fade4e,Cash on Delivery,Success,4995.51
231590b1-2285-479c-bde6-dc3a9cd54c9c,27db35b4-dadd-4eb0-a927-617c4e44625f,UPI,Success,2625.44
d022c8b3-52ee-4023-ac99-970c9e568ffe,bd1fce3f-4034-419c-9832-eed9c88dd72a,Cash on Delivery,Pending,967.08
d5a67219-5773-4957-8fa9-f0860ebe0a24,5a999e2d-35c4-43b9-b44b-7301fa73a8c7,,Success,6791.63
950a0bd8-7eed-4b9d-b898-98683e8f8558,d31173a6-1449-4091-aafc-96066a414a53,UPI,Success,112816.29
38c4ceaa-2bce-4cee-bed7-f1e7b816251b,fa232775-a40f-4d4a-ba43-215e08d9a5fc,Debit Card,Success,8229.74
efcc4aba-b0c7-48db-8f25-3927f7e9b6a8,c8ab37bb-4efd-4629-9fa5-d56cd66e7889,UPI,Success,5749.82
f6598b15-b283-4137-912c-9b73f49e4bfc,03fe4a42-6686-4e63-9f49-a12ad2822381,cod,Failed,33489.12
e260ab85-e020-41d5-9b0a-c510b659b5a2,af2ace63-2129-457b-9623-19aebb015eed,UPI,Success,10972.54
864bdff6-df48-45b2-8e08-aeb598882240,e9ff8ace-514d-42c3-bea9-b9b57a12ebb6,Debit Card,Refunded,384198.5
1ccab36e-cb81-4f31-98c7-b6461220ba18,780b43c4-6e6b-4cb0-90f2-8dd60c68a151,Net Banking,Success,2419.95
