shipment_id,order_id,courier,delivery_status
1268dbce-245f-4d0b-a425-20a718da895b,7957380f-45e7-4308-ab3e-de9c86173c6a,Delhivery,Delivered
488a0d54-2a76-4265-a93c-8cc43d95b0a0,1fb9aa21-9266-40d8-b72f-8bdbfd4c70c2,DTDC,Delivered
90a42383-4690-4e58-ac67-6e50fa57aa48,0cf3e0f4-7194-45d4-ab0d-12a1d485a2a4,BlueDart,In Transit
3448e46e-a147-49f3-8a92-075ee82cd4e6,0d8c259a-0e83-48bd-8bf5-4eae9f81f7ab,Delhivery,Delivered
16305d0b-f36d-4238-a34f-ce243ffaf1ba,b9f6fea3-6d78-41c8-b04b-52b5a1faa3b1,DTDC,Out for Delivery
c2058e36-4780-4529-8898-91b491e07c73,ORDER_ID_GHOST_378dcdb7,BlueDart,Delivered
6ee620c2-a714-4bd1-b620-f0e5c3bc4599,ba9c0fc5-b679-4c74-999e-b03cbfffdf3d,XpressBees,Delivered
21878fe9-e9b1-4e65-9495-beb51bf9ba53,06160dc5-0c7e-4f17-b327-e6d8edf1abdb,DTDC,Out for Delivery
0d82fba0-805e-4a9d-8bec-21cf1e1ec157,8d72ed91-4538-44e5-b967-678fc3aed924,Shadowfax,Delivered
16feab28-35f2-4843-aaea-0086dd9ae7f6,e79f0163-ec5c-4152-8ef6-c155968dfdfe,Ekart,Delivered
c1ffa30b-6768-427d-aec4-5c3d102e8755,dd831241-5c6d-4fba-9f90-ff1dd60fd56b,DTDC,Pending
92a527be-a4c9-4a26-881f-86a054385236,3698e94c-a85a-4dec-a75b-e7f1c5844945,BlueDart,Delivered
51cefdbb-09f8-47bb-9692-eff9700539a5,5fbc09f3-b71c-4469-b32b-d0002951ee07,Ekart,Delivered
d6b9bd04-c2c3-4ac0-87d7-f3ec2975a00b,7a448813-be94-42e6-89a9-9ddcb0a85e3d,Delhivery,Delivered
68d714a8-cff0-4c36-9084-779f0765e73d,f8ee78f0-0e1c-4d91-8f3d-b6bcc81a00a2,Ekart,In Transit
3bd5cf96-570b-40ec-a2d7-21d6a7b9a947,78e2208f-d806-4129-b744-f515becdaf2f,Ekart,Failed
4e33feb8-74bb-4a99-8257-f511aa0b300b,b9f664e8-dc28-42b2-ae12-03cacd8776f8,XpressBees,Pending
34900fc6-9c81-4123-acb0-f53450d3bceb,3c3ef90f-890c-427f-a610-319a8fe68bce,Delhivery,Failed
e6521c63-95a2-48f0-89d6-90b777c1d08a,d97d4fed-ba25-404e-81a6-f8ccfc253112,DTDC,Failed
4dfc082c-40e5-41fa-ba02-3916ac613541,43c7c418-281e-40a3-9c4b-6a37a81ba1ff,Ekart,Delivered
ad0c9dbd-5e36-4ae0-a55d-372efda0b11b,dc8af7e1-5082-40f4-8812-aeed8f1edb2d,BlueDart,Delivered
9fab3c24-2ec3-4d91-83eb-ff781f025bdb,30b6338b-94d8-45cf-8f7f-1c1698209cac,Delhivery,Delivered
10958d70-4a14-457c-bff2-ebd77bdcf20b,790ec5da-aa42-4a51-9bd8-b0b0be81dbb9,XpressBees,Delivered
799bf330-01cb-40a3-823b-d76c49c41210,2007b39e-8990-485a-9d37-be22854ccad0,Shadowfax,Delivered
2315333c-bbcd-4b80-8ea4-d4051c5aae31,756a2b28-ae91-48e3-95ee-9e8ae53753c6,Delhivery,Delivered
8da02c52-a7d1-4601-b6d2-e9d222881a70,9d8da0d4-a2da-4cb6-8b38-e332dadc5dfb,Delhivery,Delivered
58b2524e-8214-41c9-a9fc-d9747e7dcfda,9544c7bd-5b30-4d53-924c-2d55c122f594,BlueDart,Delivered
df0db59b-a7cc-4801-88b0-ebfba7a3cedd,8a24070c-3a99-49b9-a98d-fa042914c055,BlueDart,In Transit
57fdded2-2746-40a5-899f-b9638e488e6c,c85b0fcb-37eb-45a4-b25d-9dcdd56eec18,Shadowfax,Delivered
75eba46b-5203-4a35-b1d8-c5a20b53941f,119f5e09-db98-4c54-b0ae-e81f67ebfa37,BlueDart,Pending
e23f2908-aa32-4f5b-a6aa-229f6828cdec,410dba28-8edf-4b46-91dd-efcfad29756d,BlueDart,LOST_IN_SYSTEM
4eb41601-87bf-4303-a8f2-0a4121d544b0,78c439e5-1a14-4232-8d42-13233646557b,Shadowfax,Delivered
9e27bba5-c32c-4450-aa37-0202b2357cda,91270c27-48f8-4348-931c-24af8cd52a2a,DTDC,Delivered
de8813c9-4076-4f7f-ae2c-515fbc522763,2a0803dd-743d-45ff-8021-a5a91a66b179,Shadowfax,Delivered
e38005db-fd88-4681-a6fc-40e16b441a89,e4e566bf-d577-4cc6-a7ef-f7ca5764feeb,Delhivery,Delivered
13982b12-cabf-45ff-8e56-70b437fbb02b,e6640621-434d-4de9-a277-8a3de2fe99b9,Delhivery,Delivered
ef8f5e7b-5f90-499c-8931-74a9b617ea49,f6fbcc95-5c62-44c2-afdd-c268715a64cc,Ekart,Out for Delivery
6c16a466-1c1c-4cfa-8c85-a0348eaa285f,b8875778-d14e-4686-8007-ff38614e71b9,BlueDart,Delivered
f177035c-e326-4f05-8daf-a3213c107f55,ead9832e-d798-4532-95d8-feb471087056,BlueDart,In Transit
0cfb5c5f-6b4b-4b4b-84ca-24223ea1832b,c4283d4a-2824-4a86-9112-4bb1fb15db8c,Shadowfax,Delivered
90e7c4e0-8afe-4501-9881-f817d76b6d52,df1ee52c-750d-4d34-bc51-75c742757d01,BlueDart,Failed
474b165a-d4dd-4832-97c4-36a1ad079ff3,5ea53b33-4178-4cd7-8571-746d19ebbc73,DTDC,Delivered
ecd0a157-d5f9-4426-959c-062c5e5b05ef,fbdfc462-ce2a-46c7-af68-d830b64670b7,Ekart,Out for Delivery
de663759-bcc1-496c-a3cb-b22e809b135d,7c495f1a-1a39-40c6-bfe4-82006a6fb6af,DTDC,Failed
4e27ede0-6008-4c72-883e-d1d740c9260d,017ea9b5-a716-4d7e-9bff-242955e2d173,Shadowfax,Delivered
10c0de13-0e23-4237-9491-f14b4c7187f0,3fa12a2a-9eda-4e02-a724-1caa1e2716a6,BlueDart,Out for Delivery
894b6b32-2b44-4a52-9f45-6eaeef4b0de6,43167450-17e1-499f-9a3c-2a5212b3a522,Ekart,Pending
9142796b-4363-45c3-8e45-d67a8199d8ae,11162af5-04ae-47b4-af73-b5abdda34dcc,Shadowfax,In Transit
621add20-6eb4-45b3-8c26-ede96d449500,0a6e7aef-c57c-4e67-823c-79120d4aae4a,Ekart,Delivered
38626726-acf9-4ab5-87b6-f035c5ab28a7,0cf8a786-2a41-4ad3-98ee-0e6b2c7598d4,BlueDart,Pending
8758e6e1-da3d-4769-8012-f2ced02a5d48,e1c6ab11-ded7-4285-a16d-3c2faf06ec88,Delhivery,Delivered
79154836-13ef-451b-85d4-ceacf699c32d,735c06b2-1d4c-453b-996d-3bc47fac4690,DTDC,Delivered
b5ca4e97-a1e9-41f5-98f6-e2633f90ef55,d5a70c7c-d90f-4c1c-9f89-1fff1a450585,Ekart,Delivered
2c41f480-f0cd-41fc-9ffd-55a716120c93,6e148f2b-f843-47b3-957d-7eb968906b0c,Ekart,Delivered
3948823a-a959-4627-a498-7c5712206458,6c2bcc6d-7c47-4b85-988f-78aa1cb27bb5,Delhivery,Failed
8512c06c-dea2-40e1-9d08-e43545ca1995,994abf9a-8745-4e4f-a980-dd223ddb14d1,Delhivery,Out for Delivery
36d4b10a-1733-43ff-9262-5860f8f47f44,efd78652-86cb-4265-906a-a11c8b054b7c,XpressBees,Delivered
c9a91223-7469-45c7-b14b-d10d4e7daa7c,d020a760-a009-4713-9cc1-338fa0461259,BlueDart,Pending
6eea1cb5-886f-4a84-8d8d-9aeac91513f5,cbf304c3-a886-40dc-aaaf-3990bbe38991,,Delivered
88dd3d04-5660-4d11-a05c-22ce0fb38763,22c1b5e4-1961-4f03-933f-094b3c231eff,DTDC,???
7a4235bf-e755-4562-bf0b-2ed397f425bb,49b4143b-0a4a-452c-b106-80257164e89a,Shadowfax,Delivered
65e29a93-8e2b-4608-8db4-c97cfaf8183a,0e245cb3-5bd3-4d64-a818-7b1d50611a48,Delhivery,Delivered
b6bc2668-ff1e-4ef1-b511-a00ac8059932,dcf276f7-c173-4e88-81c1-5dd4fe7f58ea,Delhivery,Delivered
c77ea88d-4608-4be5-8c64-37960dcd16ab,a00d2e77-47d0-45e2-a6c7-ba31a0dbd122,Ekart,Delivered
ed693b48-8c25-44bd-93b4-7ae9ac92f12a,62cc0953-4eff-44e1-8b97-799089cfb7c9,BlueDart,Out for Delivery
4907e111-24f4-4706-a364-9f64c310bc8c,464dfb0c-5450-42f4-bace-b3d7586675a9,Shadowfax,Delivered
84e32086-89c0-4cbc-bbc0-f20466045476,901b5190-bad3-4c04-a77b-06c3dde9226d,DTDC,Failed
ba76fd7b-a993-4182-9331-bd7ac10b2bd3,17e7f62a-6287-4b4d-a505-76463d48bc98,Shadowfax,Out for Delivery
a52f0af8-fa60-48ba-8861-a9714704bf2f,9e21bd10-04ba-4c03-bdd3-a676cff0b342,Shadowfax,???
ae801a11-480f-41ee-a317-d8b389ca915e,f8a330a5-ee26-4695-ad16-876e97bf6e3b,Shadowfax,Delivered
0e71866c-bdf1-4300-ac00-e5734a588070,1c10505e-9737-41c2-985e-8e038aef9782,Delhivery,Delivered
2a445e2f-e5cf-4e89-9399-335bfcb01d02,db155443-4805-4158-b5d9-07a378bf5341,Shadowfax,In Transit
07ce150d-8172-4aa0-9864-c785d9bf7133,72eb4ec3-933f-4e5e-9f34-cfdf00e9a6d2,Ekart,Delivered
1e4d1934-6642-48c1-ae13-ace81c87aee2,d7dafb3b-7bdb-4358-a08f-bd2bd21a09e3,BlueDart,Delivered
67502652-8b1a-4bc2-baa8-8be30f225ee2,30f430bc-0aa0-463c-a13a-2f1ca915c00d,Shadowfax,Delivered
8aa4aba4-c3b8-4ed2-b2e8-fcfbe8d5a9a9,1fdf6070-516d-4b3d-acb8-11fbe3391dbc,Shadowfax,Failed
df493f4e-6a80-4dd7-858b-e9ee1bd52300,e1a819d7-0338-451b-8b72-6a49965f205a,DTDC,Delivered
c0b03a35-cbe1-4507-8a6c-7db91b5bc6e8,a5c1c08e-7bb8-4fa1-87b0-32b083157a1e,Shadowfax,Pending
392d367e-8a91-4bcd-a0a8-79206b7bf413,7daf5daa-9d73-4328-94b5-7b23a0ce8e5b,Shadowfax,Delivered
7862bff9-6fd2-4673-bf8b-459d5c5c2b9a,90e16766-b853-4d8c-a23e-323ebead8c4c,DTDC,Delivered
ed8145b4-a61b-422d-a340-13bf86cbb521,ab851753-5b99-44d1-9802-9e5c74353915,Shadowfax,Delivered
254c8426-a3c3-45ad-8055-d434794844b0,b7f13c4d-8624-4b3f-bee5-a0830b2fec0c,BlueDart,Delivered
00b67236-94e3-4e09-a192-b505701ab163,7a3423e4-0939-46ea-bde3-674d6236e7b7,DTDC,Delivered
a5c51703-b5be-459d-8d88-1f7a4507a9d6,719cfffe-1964-4b56-b3f0-ce957a0949a7,,Delivered
ad4a9194-0d24-4b30-ad14-c51775cf5126,c1ba8bac-d02e-4fd9-96f1-52f40c0aa3d4,XpressBees,Delivered
a79b1447-6254-45e7-8f68-dfe905e0c843,2794c1f0-e870-42f6-b743-2ad4df44e409,Ekart,Pending
2222e141-0bc2-4785-b292-b53adeaea355,692777dd-975d-4098-a31b-1697e41107c8,DTDC,Delivered
